#Variable    Value 
Shunt_37    5.531170112545083e-5 
Shunt_34    6.805390796066526e-5 
Shunt_107    7.275603411401704e-5 
Shunt_44    0.34785068685961823 
Shunt_83    0.00031002598517790287 
Shunt_45    0.8139689479052514 
Shunt_48    0.0001277012606115565 
Shunt_110    8.57323282056912e-5 
Shunt_74    0.9996654381193305 
Shunt_82    0.9997820063105538 
Shunt_46    5.198298751720921e-5 
Shunt_5    3.794722629962831e-5 
Shunt_105    0.00031603482505541145 
Shunt_79    0.9140326592014802 
VOLT_103_Re    0.46840299705988825   
VOLT_103_Im    0.006450750877997981   
VOLT_63_Re    -0.5694609728376938   
VOLT_63_Im    -1.0917499663806379e-7   
VOLT_110_Re    0.6623754300775568   
VOLT_110_Im    0.017859051297321755   
VOLT_13_Re    -0.10129004533249204   
VOLT_13_Im    -0.5639857357705572   
VOLT_112_Re    0.7026762132273463   
VOLT_112_Im    0.004507564117731615   
VOLT_21_Re    -0.20525342983198788   
VOLT_21_Im    0.5219577545715334   
VOLT_23_Re    -0.03074664671078193   
VOLT_23_Im    0.21270813131351057   
VOLT_116_Re    0.18339519748689143   
VOLT_116_Im    0.6833198512750439   
VOLT_69_Re    0.07160551075862176   
VOLT_69_Im    -0.0991839076291126   
VOLT_41_Re    -0.5746114527864213   
VOLT_41_Im    1.600970811202439e-7   
VOLT_58_Re    -0.5763669574201492   
VOLT_58_Im    8.941499139927964e-8   
VOLT_73_Re    -0.7067853451107621   
VOLT_73_Im    0.0017520355496676208   
VOLT_12_Re    -0.2961005083117966   
VOLT_12_Im    0.08673709137580844   
VOLT_89_Re    -0.22320593890950496   
VOLT_89_Im    0.09580407256325617   
VOLT_57_Re    0.43054839546801776   
VOLT_57_Im    -0.38312399569623184   
VOLT_60_Re    -0.4997701874869172   
VOLT_60_Im    -4.15584339986623e-8   
VOLT_76_Re    0.14288805880776767   
VOLT_76_Im    0.3625485279560731   
VOLT_80_Re    0.14960307192038788   
VOLT_80_Im    -0.175621210043447   
VOLT_18_Re    -0.5559307319462524   
VOLT_18_Im    0.1529307211660728   
VOLT_33_Re    -0.5743509680807194   
VOLT_33_Im    2.943808819929466e-8   
VOLT_7_Re    -0.4795117956287558   
VOLT_7_Im    0.321073800972236   
VOLT_72_Re    -0.5771435716048   
VOLT_72_Im    0.001333818252978773   
VOLT_27_Re    -0.18949296938682295   
VOLT_27_Im    0.28724658875148795   
VOLT_78_Re    0.2866723516640629   
VOLT_78_Im    -0.09259610673376377   
VOLT_10_Re    0.6997011057407897   
VOLT_10_Im    0.07659020326978085   
