#Variable    Value 
Shunt_426    0.9999503467492995 
Shunt_417    0.9999821006057764 
Shunt_445    0.9999173895869667 
Shunt_208    0.9999722504952584 
Shunt_31    0.8529214178999185 
Shunt_141    0.9999974291513147 
Shunt_263    0.9999461554281455 
Shunt_242    0.9998422132988669 
Shunt_310    0.9999391363368829 
Shunt_152    0.9999686543282362 
Shunt_300    0.9999957561720191 
Shunt_110    0.9999967022498472 
Shunt_491    0.9998828580035437 
Shunt_27    0.9999666745112169 
Shunt_181    0.9999101878909356 
VOLT_280_Re    -0.6929353587665767   
VOLT_280_Im    0.14045638533446508   
VOLT_351_Re    0.2993961162682599   
VOLT_351_Im    0.6412978037583185   
VOLT_488_Re    0.17572282464532785   
VOLT_488_Im    -0.11059817540442453   
VOLT_60_Re    0.08136131811031762   
VOLT_60_Im    0.6370652047570194   
VOLT_305_Re    0.6384385783215123   
VOLT_305_Im    0.30560737013599937   
VOLT_403_Re    -0.32526277856668206   
VOLT_403_Im    -0.36717936446561017   
VOLT_413_Re    0.7084084665223939   
VOLT_413_Im    3.333124077513059e-7   
VOLT_74_Re    0.6061654795540988   
VOLT_74_Im    0.21202422445333238   
VOLT_431_Re    0.6952170176370914   
VOLT_431_Im    0.12989591618598664   
VOLT_193_Re    -0.6421520289220072   
VOLT_193_Im    6.137609247206464e-8   
VOLT_223_Re    -0.08859951849939544   
VOLT_223_Im    0.7021928150267643   
VOLT_24_Re    0.5068290006919848   
VOLT_24_Im    -0.2414307499386018   
VOLT_169_Re    0.7094714840664506   
VOLT_169_Im    5.051687007135899e-7   
VOLT_417_Re    0.013270671934237258   
VOLT_417_Im    -0.14482199063726747   
VOLT_3_Re    -0.038039594817023285   
VOLT_3_Im    0.3083028476855934   
VOLT_326_Re    -0.634522285297277   
VOLT_326_Im    0.09494344211660415   
VOLT_9_Re    0.7085867320879987   
VOLT_9_Im    4.862411070501349e-7   
VOLT_356_Re    -0.14981094267020215   
VOLT_356_Im    -0.004365959745693343   
VOLT_50_Re    -0.7077607762263465   
VOLT_50_Im    -0.0025519844453671275   
VOLT_267_Re    -0.6408344545752406   
VOLT_267_Im    2.6290506319313658e-8   
VOLT_20_Re    0.7068388452149466   
VOLT_20_Im    -0.01866123895572787   
VOLT_437_Re    0.6943329255970895   
VOLT_437_Im    0.1508240456869372   
VOLT_237_Re    -0.701546841943406   
VOLT_237_Im    0.08839567589945226   
VOLT_200_Re    0.30098328537358743   
VOLT_200_Im    -0.37216433504408664   
VOLT_390_Re    0.4917034383096194   
VOLT_390_Im    0.5081610618834986   
VOLT_266_Re    -0.5755588636724811   
VOLT_266_Im    -0.4102985108382005   
VOLT_174_Re    0.7070747277970684   
VOLT_174_Im    3.007418976655567e-6   
VOLT_163_Re    0.3919631951802989   
VOLT_163_Im    -0.30197608342449156   
VOLT_25_Re    0.7070957091677327   
VOLT_25_Im    5.877470527013936e-7   
VOLT_132_Re    -0.4498776568955876   
VOLT_132_Im    0.5453738442448295   
VOLT_16_Re    0.7096098602000496   
VOLT_16_Im    4.821715469068295e-7   
VOLT_265_Re    -0.6670300953900342   
VOLT_265_Im    0.23467159149427655   
VOLT_303_Re    0.7066017146436092   
VOLT_303_Im    5.049777540255529e-7   
VOLT_451_Re    0.34983562740566276   
VOLT_451_Im    -0.6144930999725403   
VOLT_41_Re    0.7068116747828331   
VOLT_41_Im    5.51664439918483e-7   
VOLT_154_Re    -0.09224815502723054   
VOLT_154_Im    0.6362879417108059   
VOLT_80_Re    -0.04443691026522522   
VOLT_80_Im    -0.2384133884531769   
VOLT_335_Re    -0.6060013282359482   
VOLT_335_Im    0.3643580681912792   
VOLT_380_Re    0.5700265850281827   
VOLT_380_Im    -0.18674951557160305   
VOLT_274_Re    -0.1035343790926093   
VOLT_274_Im    -0.10855033321823596   
VOLT_8_Re    -0.44964707637696066   
VOLT_8_Im    0.10407329818217165   
VOLT_54_Re    0.7069492098757463   
VOLT_54_Im    1.3587274176680839e-5   
VOLT_419_Re    -0.34720401806477713   
VOLT_419_Im    -0.3639731891649271   
VOLT_123_Re    0.22832648330773858   
VOLT_123_Im    0.024178547391019396   
VOLT_170_Re    0.03263692379249031   
VOLT_170_Im    0.0647444537253981   
VOLT_362_Re    0.21720666099097152   
VOLT_362_Im    0.6729198953373884   
VOLT_2_Re    -0.6825884312303689   
VOLT_2_Im    0.1838987643818508   
VOLT_151_Re    0.4168425560517105   
VOLT_151_Im    -0.2795974787348254   
VOLT_464_Re    -0.500614975052301   
VOLT_464_Im    -0.007882544825900404   
VOLT_329_Re    -0.7042962143382006   
VOLT_329_Im    -0.06173482102475014   
VOLT_283_Re    -0.6420990711029317   
VOLT_283_Im    4.3707317328503836e-8   
VOLT_226_Re    -0.04508362985422454   
VOLT_226_Im    0.03813154991990471   
VOLT_473_Re    0.5321866827801963   
VOLT_473_Im    0.22326957620931226   
VOLT_279_Re    -0.629487217521435   
VOLT_279_Im    0.12731325176174402   
VOLT_68_Re    -0.3078466029839824   
VOLT_68_Im    0.051995461160272954   
VOLT_420_Re    -0.48816296580102325   
VOLT_420_Im    -0.5115285515585494   
VOLT_436_Re    0.695208693579844   
VOLT_436_Im    0.1291698862616999   
VOLT_210_Re    0.5273581418384993   
VOLT_210_Im    -0.23033854884471855   
VOLT_129_Re    0.11230522685206502   
VOLT_129_Im    0.18008884186604754   
VOLT_155_Re    -0.10024693901142501   
VOLT_155_Im    0.6996860353031601   
VOLT_36_Re    -0.7069237634536174   
VOLT_36_Im    0.0007693310665742772   
VOLT_466_Re    -0.21501389671679372   
VOLT_466_Im    0.1462595843166167   
VOLT_354_Re    0.4270233088084145   
VOLT_354_Im    0.3466650901937201   
VOLT_145_Re    0.7183980223609144   
VOLT_145_Im    6.742932400173728e-8   
VOLT_480_Re    0.7088465330690951   
VOLT_480_Im    5.154804922918153e-7   
VOLT_53_Re    0.5962952396132302   
VOLT_53_Im    -0.15567358699353268   
VOLT_161_Re    -0.4478226399213098   
VOLT_161_Im    0.5470721941257377   
VOLT_14_Re    0.3828718282627302   
VOLT_14_Im    -0.028923468296296502   
VOLT_85_Re    0.10698392077659476   
VOLT_85_Im    0.6329818440736904   
VOLT_370_Re    -0.11327148774930709   
VOLT_370_Im    0.697824241065189   
VOLT_165_Re    0.40232497858049593   
VOLT_165_Im    -0.03063755504075058   
VOLT_331_Re    -0.03255894530602546   
VOLT_331_Im    0.7060740659661096   
VOLT_444_Re    0.42060217678238565   
VOLT_444_Im    0.5684132944778982   
VOLT_375_Re    0.3398677806589844   
VOLT_375_Im    -0.6199589645278913   
VOLT_168_Re    0.7094713900336642   
VOLT_168_Im    4.886148299999683e-7   
