#Variable    Value 
Shunt_230    1.0767435857161675e-7 
Shunt_478    0.9999995003022477 
Shunt_461    0.9999989800909908 
Shunt_2879    0.9999984755075628 
Shunt_2845    0.8482906695749387 
Shunt_477    0.9999999028624481 
Shunt_321    0.999998040384037 
Shunt_2956    0.5141870388947493 
Shunt_2870    0.9999998413059868 
VOLT_2083_Re    -0.06353473062722546   
VOLT_2083_Im    0.011717295191856443   
VOLT_2648_Re    -0.35806674246836456   
VOLT_2648_Im    0.015922904809506287   
VOLT_1404_Re    -0.284890394833212   
VOLT_1404_Im    0.03871757142391857   
VOLT_1066_Re    -0.408730769423238   
VOLT_1066_Im    0.0011493922837605562   
VOLT_2472_Re    -0.11833175587931442   
VOLT_2472_Im    0.12462759155635568   
VOLT_60_Re    -0.17617888977523863   
VOLT_60_Im    0.01577124531468071   
VOLT_2256_Re    0.08949513338702686   
VOLT_2256_Im    -0.2515761241406038   
VOLT_413_Re    0.1439378930537808   
VOLT_413_Im    -0.17808910933496766   
VOLT_2982_Re    -0.22868720054345276   
VOLT_2982_Im    0.0007912820635162872   
VOLT_74_Re    -0.17635137385864708   
VOLT_74_Im    0.015342601287524559   
VOLT_955_Re    -0.35374021127951333   
VOLT_955_Im    0.0012635269911558918   
VOLT_626_Re    0.17407316819267   
VOLT_626_Im    -0.2132313696369901   
VOLT_431_Re    0.2180336799078808   
VOLT_431_Im    0.1735703942794482   
VOLT_1608_Re    0.2556298790387301   
VOLT_1608_Im    -0.2794959963476293   
VOLT_2090_Re    0.23337610006612008   
VOLT_2090_Im    -0.10971916702530275   
VOLT_1634_Re    -0.37780268735893635   
VOLT_1634_Im    3.7624802222111966e-5   
VOLT_2283_Re    -0.009786774471804427   
VOLT_2283_Im    -0.011230652337257176   
VOLT_223_Re    0.1798224819715626   
VOLT_223_Im    0.10477483997494841   
VOLT_2836_Re    -0.24084286887271497   
VOLT_2836_Im    0.22838397556127274   
VOLT_2303_Re    -0.25687404602086134   
VOLT_2303_Im    -0.012170934737220614   
VOLT_2796_Re    -0.35311951796276203   
VOLT_2796_Im    -0.0009473648465808287   
VOLT_1323_Re    -0.21346252546163696   
VOLT_1323_Im    -0.006011666608511447   
VOLT_580_Re    -0.31603296448090135   
VOLT_580_Im    0.00030790722375342996   
VOLT_3105_Re    0.17211568494672905   
VOLT_3105_Im    0.2838525291570618   
VOLT_2873_Re    -0.25918025403371964   
VOLT_2873_Im    -0.058121706594085124   
VOLT_1480_Re    -0.3015816410253229   
VOLT_1480_Im    0.0007569155587781048   
VOLT_2413_Re    -0.27628123642399904   
VOLT_2413_Im    -0.08406351937913906   
VOLT_437_Re    -0.019495690654700217   
VOLT_437_Im    -0.10011666605958593   
VOLT_2070_Re    0.1830224308686512   
VOLT_2070_Im    0.13862025861022942   
VOLT_2092_Re    0.09028409428101203   
VOLT_2092_Im    0.21853832466592923   
VOLT_2945_Re    0.09442126214464665   
VOLT_2945_Im    -0.34394183179496957   
VOLT_767_Re    -0.287844314170827   
VOLT_767_Im    -0.0009210462475564081   
VOLT_2279_Re    -0.2603861007929478   
VOLT_2279_Im    0.0008666748561097563   
VOLT_791_Re    -0.18501235317546313   
VOLT_791_Im    -0.13752882180812115   
VOLT_1705_Re    -0.19852906213655916   
VOLT_1705_Im    0.26874572995879425   
VOLT_2562_Re    -0.2963563973471168   
VOLT_2562_Im    -0.23541304128206478   
VOLT_2943_Re    -0.3790478934940211   
VOLT_2943_Im    -0.0029154433500112645   
VOLT_762_Re    0.08757178933805791   
VOLT_762_Im    -0.21171926058855245   
VOLT_237_Re    0.07564292811346594   
VOLT_237_Im    -0.22756564830575182   
VOLT_2490_Re    -0.07932433347696903   
VOLT_2490_Im    -0.08642739405218386   
VOLT_2167_Re    -0.027407114622271973   
VOLT_2167_Im    -0.07225411601960692   
VOLT_2833_Re    0.12930170464712137   
VOLT_2833_Im    -0.19129762359063998   
VOLT_163_Re    -0.09995967497532478   
VOLT_163_Im    0.19313929318395884   
VOLT_598_Re    -0.2467315295660059   
VOLT_598_Im    -0.10181992246847874   
VOLT_16_Re    0.17413219826974047   
VOLT_16_Im    0.1035061730926046   
VOLT_813_Re    -0.1857210477757898   
VOLT_813_Im    -0.1374773178731959   
VOLT_3007_Re    -0.2239499284606227   
VOLT_3007_Im    0.1268206925408217   
VOLT_1311_Re    0.22254382911804446   
VOLT_1311_Im    0.34229075847275886   
VOLT_841_Re    -0.3772490815919308   
VOLT_841_Im    0.0002419738450439647   
VOLT_1028_Re    -0.003702164127415221   
VOLT_1028_Im    0.08426328368619991   
VOLT_1330_Re    0.208641019491827   
VOLT_1330_Im    0.1668575012660542   
VOLT_2310_Re    0.13437653725614443   
VOLT_2310_Im    0.12161445452505872   
VOLT_2062_Re    -0.1430474817927426   
VOLT_2062_Im    -0.1444797642890606   
VOLT_1492_Re    -0.23477596445544938   
VOLT_1492_Im    -5.879021187782654e-5   
VOLT_2688_Re    0.12402041386274794   
VOLT_2688_Im    -0.17307257705667958   
VOLT_1574_Re    0.0526052282580292   
VOLT_1574_Im    -0.22295492422513566   
VOLT_1549_Re    0.22076751958992977   
VOLT_1549_Im    -0.20567647039492937   
VOLT_2568_Re    0.12486154136332897   
VOLT_2568_Im    -0.1726129964806135   
VOLT_1678_Re    -0.11211390945450839   
VOLT_1678_Im    0.2542370661141013   
VOLT_1844_Re    -0.27353328212328   
VOLT_1844_Im    -0.12277453767556538   
VOLT_1091_Re    0.27630424228950823   
VOLT_1091_Im    -0.18841862986557578   
VOLT_1938_Re    -0.31660198772472253   
VOLT_1938_Im    -0.007636353859917854   
VOLT_2572_Re    -0.20869763861436014   
VOLT_2572_Im    -0.0003543985197211175   
VOLT_2118_Re    -0.1943390203522045   
VOLT_2118_Im    0.12823952539428338   
VOLT_663_Re    -0.3151044122825369   
VOLT_663_Im    0.004203328748618359   
VOLT_3052_Re    -0.2186115521354888   
VOLT_3052_Im    -0.00013521881776697208   
VOLT_1825_Re    -0.31634530675473077   
VOLT_1825_Im    0.000548323623180907   
VOLT_123_Re    -0.05121989571424488   
VOLT_123_Im    -0.0787375435871438   
VOLT_1989_Re    0.14362462658501057   
VOLT_1989_Im    0.2999597409577277   
VOLT_1428_Re    -0.18588101156560505   
VOLT_1428_Im    0.22211196123844296   
