#Variable    Value 
Shunt_278    1.8019922688085634e-6 
Shunt_227    0.725825160311147 
Shunt_279    1.798286493571764e-6 
Shunt_96    0.9999999774045505 
Shunt_277    5.550441606671599e-7 
Shunt_282    1.7516104051963764e-7 
Shunt_280    3.4935617020887126e-7 
Shunt_145    0.40345123659648613 
Shunt_284    3.9825788405407603e-7 
Shunt_275    4.873736094617185e-7 
Shunt_133    0.537881966206615 
Shunt_158    0.9999999448600393 
Shunt_143    0.9999998105165536 
Shunt_288    7.11541210764912e-7 
Shunt_281    5.100773677015106e-7 
Shunt_287    2.5487447897128955e-7 
Shunt_219    0.00032285010841792233 
Shunt_152    0.9999999345811276 
Shunt_300    3.3867873390736596e-7 
Shunt_297    7.205402050524154e-7 
Shunt_169    0.9996112974984459 
Shunt_283    0.9999998430292752 
Shunt_217    2.0501001811383452e-6 
Shunt_298    7.19266511929232e-7 
Shunt_268    0.9999998780258511 
Shunt_210    0.9999999225482692 
Shunt_289    8.820773420761962e-7 
Shunt_99    0.9999996361497795 
Shunt_286    3.58703675218989e-7 
VOLT_211_Re    -0.5565683024829763   
VOLT_211_Im    0.4385435550870115   
VOLT_244_Re    0.7303502260622247   
VOLT_244_Im    8.948508243446894e-7   
VOLT_280_Re    0.6886722148868051   
VOLT_280_Im    -0.0002115425772264766   
VOLT_58_Re    0.6987712569500164   
VOLT_58_Im    0.014383264164099926   
VOLT_12_Re    0.08673680830803568   
VOLT_12_Im    0.03383776164519413   
VOLT_57_Re    0.01934774631131105   
VOLT_57_Im    -0.000712680721654121   
VOLT_60_Re    0.5124515886410856   
VOLT_60_Im    0.055036759158339596   
VOLT_76_Re    -0.028925501911956558   
VOLT_76_Im    0.04117195307839091   
VOLT_153_Re    -0.4546707841624013   
VOLT_153_Im    0.1441626436724784   
VOLT_78_Re    0.37617150148430484   
VOLT_78_Im    0.3158919132978062   
VOLT_125_Re    -0.5444271034565072   
VOLT_125_Im    0.00038578650397038734   
VOLT_10_Re    -0.26780547661675885   
VOLT_10_Im    0.5186846730968906   
VOLT_92_Re    0.46453614368480994   
VOLT_92_Im    0.33801990720202924   
VOLT_74_Re    -0.3532874819208891   
VOLT_74_Im    0.0654214303975784   
VOLT_139_Re    -0.3436301798580366   
VOLT_139_Im    0.4593432245693614   
VOLT_113_Re    0.23685645588635398   
VOLT_113_Im    -0.5981404779278571   
VOLT_29_Re    0.20303995437827502   
VOLT_29_Im    -0.019897748210261308   
VOLT_193_Re    0.06109678282911368   
VOLT_193_Im    -0.012305835613839336   
